"Evaluation_Model","Evaluation_Model.Commit","Evaluation_Model.Datetime","Evaluation_Model.ProductionClass","Evaluation_Model.ChangedProductionMethods","Evaluation_Model.TestClass","Evaluation_Model.ChangedTestMethods","Evaluation_Model.ChangedAndCalled","Evaluation_Model.CalledTestMethods","Evaluation_Model.RecomendedTests","Evaluation_Model.RecomendedIndex"
"BusinessLogic.Evaluation_Model","aeca68f2a5e5b87ab5bb94e1139ca42e547f0bd4","23-02-2024 08:27:30 PM -05:00","ArraySorter","sort(short[])","ArraySorterTest","testSortByteArray()
testSortCharArray()
testSortComparable()
testSortDoubleArray()
testSortFloatArray()
testSortIntArray()
testSortLongArray()
testSortObjects()
testSortShortArray()","testSortShortArray()","public void testSortShortArray()","testSortShortArray()","1"
"BusinessLogic.Evaluation_Model","aeca68f2a5e5b87ab5bb94e1139ca42e547f0bd4","23-02-2024 08:27:30 PM -05:00","ArraySorter","sort(T[])","ArraySorterTest","testSortByteArray()
testSortCharArray()
testSortComparable()
testSortDoubleArray()
testSortFloatArray()
testSortIntArray()
testSortLongArray()
testSortObjects()
testSortShortArray()","testSortComparable()
testSortObjects()","public void testSortComparable()
public void testSortObjects()","testSortComparable()
testSortObjects()","1, 2"
"BusinessLogic.Evaluation_Model","aeca68f2a5e5b87ab5bb94e1139ca42e547f0bd4","23-02-2024 08:27:30 PM -05:00","ArraySorter","sort(T[], Comparator)","ArraySorterTest","testSortByteArray()
testSortCharArray()
testSortComparable()
testSortDoubleArray()
testSortFloatArray()
testSortIntArray()
testSortLongArray()
testSortObjects()
testSortShortArray()","testSortComparable()","public void testSortComparable()","testSortComparable()","1"
"BusinessLogic.Evaluation_Model","6540edfdc0b710f05316bbe6b4f0eb140dca317c","24-01-2024 10:38:24 PM -05:00","AtomicInitializer","get()","AtomicInitializerTest","initialize()
testGetThatReturnsNullFirstTime()","testGetThatReturnsNullFirstTime()","public void testGetThatReturnsNullFirstTime() throws ConcurrentException","testGetThatReturnsNullFirstTime()","1"
"BusinessLogic.Evaluation_Model","6540edfdc0b710f05316bbe6b4f0eb140dca317c","24-01-2024 10:38:24 PM -05:00","AtomicSafeInitializer","get()","AtomicSafeInitializerSupplierTest","initialize()
testGetThatReturnsNullFirstTime()","testGetThatReturnsNullFirstTime()","public void testGetThatReturnsNullFirstTime() throws ConcurrentException","testGetThatReturnsNullFirstTime()
run()","1"
"BusinessLogic.Evaluation_Model","6540edfdc0b710f05316bbe6b4f0eb140dca317c","24-01-2024 10:38:24 PM -05:00","AtomicSafeInitializer","get()","AtomicSafeInitializerTest","initialize()
testGetThatReturnsNullFirstTime()","testGetThatReturnsNullFirstTime()","public void testGetThatReturnsNullFirstTime() throws ConcurrentException","testGetThatReturnsNullFirstTime()
run()","1"
"BusinessLogic.Evaluation_Model","6540edfdc0b710f05316bbe6b4f0eb140dca317c","24-01-2024 10:38:24 PM -05:00","BackgroundInitializer","get()","BackgroundInitializerSupplierTest","setSupplierAndCloser(FailableConsumer)
getBackgroundInitializerTestImpl()
getBackgroundInitializerTestImpl(ExecutorService)
testCloseWithCheckedException()
testCloseWithRuntimeException()","testCloseWithCheckedException()
testCloseWithRuntimeException()","public void testCloseWithCheckedException() throws Exception
public void testCloseWithRuntimeException() throws Exception","testIsInitialized()
checkChild(BackgroundInitializer, ExecutorService)
checkInitialize()
testAddInitializerAfterStart()
testGetInterruptedException()
testInitializeChildWithExecutor()
testInitializeEx()
testInitializeNested()
testInitializeResultsIsSuccessfulFalse()
testInitializeResultsIsSuccessfulTrue()
testSetExternalExecutorAfterStart()
testClose()
checkInitialize(AbstractBackgroundInitializerTestImpl)
getInitializeCalls()
isClosed()
testCloseWithCheckedException()
testCloseWithRuntimeException()
testCloseWithTwoExceptions()
checkInitialize(BackgroundInitializerTestImpl)
run()
testGetBeforeStart()
testGetCheckedException()
testGetRuntimeException()
testInitializeNoChildren()
testInitializeRuntimeEx()
testResultInitializerNamesModify()","16, 17"
"BusinessLogic.Evaluation_Model","6540edfdc0b710f05316bbe6b4f0eb140dca317c","24-01-2024 10:38:24 PM -05:00","BackgroundInitializer","get()","MultiBackgroundInitializerSupplierTest","setUpException()
testClose()
testCloseWithCheckedException()
testCloseWithRuntimeException()
testCloseWithTwoExceptions()","testClose()
testCloseWithCheckedException()
testCloseWithRuntimeException()
testCloseWithTwoExceptions()","public void testClose() throws ConcurrentException, InterruptedException
public void testCloseWithCheckedException() throws Exception
public void testCloseWithRuntimeException() throws Exception
public void testCloseWithTwoExceptions() throws ConcurrentException, InterruptedException","testIsInitialized()
checkChild(BackgroundInitializer, ExecutorService)
checkInitialize()
testAddInitializerAfterStart()
testGetInterruptedException()
testInitializeChildWithExecutor()
testInitializeEx()
testInitializeNested()
testInitializeResultsIsSuccessfulFalse()
testInitializeResultsIsSuccessfulTrue()
testSetExternalExecutorAfterStart()
testClose()
checkInitialize(AbstractBackgroundInitializerTestImpl)
getInitializeCalls()
isClosed()
testCloseWithCheckedException()
testCloseWithRuntimeException()
testCloseWithTwoExceptions()
checkInitialize(BackgroundInitializerTestImpl)
run()
testGetBeforeStart()
testGetCheckedException()
testGetRuntimeException()
testInitializeNoChildren()
testInitializeRuntimeEx()
testResultInitializerNamesModify()","12, 16, 17, 18"
"BusinessLogic.Evaluation_Model","6540edfdc0b710f05316bbe6b4f0eb140dca317c","24-01-2024 10:38:24 PM -05:00","BackgroundInitializer","get()","MultiBackgroundInitializerTest","wrapInteger(int)
setInitializeCalls(int)
testIsInitialized()","testIsInitialized()","public void testIsInitialized() throws ConcurrentException, InterruptedException","testIsInitialized()
checkChild(BackgroundInitializer, ExecutorService)
checkInitialize()
testAddInitializerAfterStart()
testGetInterruptedException()
testInitializeChildWithExecutor()
testInitializeEx()
testInitializeNested()
testInitializeResultsIsSuccessfulFalse()
testInitializeResultsIsSuccessfulTrue()
testSetExternalExecutorAfterStart()
testClose()
checkInitialize(AbstractBackgroundInitializerTestImpl)
getInitializeCalls()
isClosed()
testCloseWithCheckedException()
testCloseWithRuntimeException()
testCloseWithTwoExceptions()
checkInitialize(BackgroundInitializerTestImpl)
run()
testGetBeforeStart()
testGetCheckedException()
testGetRuntimeException()
testInitializeNoChildren()
testInitializeRuntimeEx()
testResultInitializerNamesModify()","1"
"BusinessLogic.Evaluation_Model","6540edfdc0b710f05316bbe6b4f0eb140dca317c","24-01-2024 10:38:24 PM -05:00","MultiBackgroundInitializer","close()","MultiBackgroundInitializerSupplierTest","setUpException()
testClose()
testCloseWithCheckedException()
testCloseWithRuntimeException()
testCloseWithTwoExceptions()","testClose()
testCloseWithCheckedException()
testCloseWithRuntimeException()
testCloseWithTwoExceptions()","public void testClose() throws ConcurrentException, InterruptedException
public void testCloseWithCheckedException() throws Exception
public void testCloseWithRuntimeException() throws Exception
public void testCloseWithTwoExceptions() throws ConcurrentException, InterruptedException","testClose()
testCloseWithCheckedException()
testCloseWithRuntimeException()
testCloseWithTwoExceptions()","1, 2, 3, 4"
"BusinessLogic.Evaluation_Model","d3f8fdf1265c3a1bf5e91c2b4aeaa351586b60ce","07-12-2023 08:42:22 AM -05:00","BackgroundInitializer","get()","BackgroundInitializerTest","testIsInitialized()","testIsInitialized()","public void testIsInitialized() throws ConcurrentException","testIsInitialized()
checkChild(BackgroundInitializer, ExecutorService)
checkInitialize()
testAddInitializerAfterStart()
testGetInterruptedException()
testInitializeChildWithExecutor()
testInitializeEx()
testInitializeNested()
testInitializeResultsIsSuccessfulFalse()
testInitializeResultsIsSuccessfulTrue()
testSetExternalExecutorAfterStart()
checkInitialize(AbstractBackgroundInitializerTestImpl)
getInitializeCalls()
isClosed()
testClose()
checkInitialize(BackgroundInitializerTestImpl)
run()
testGetBeforeStart()
testGetCheckedException()
testGetRuntimeException()
testInitializeNoChildren()
testInitializeRuntimeEx()
testResultInitializerNamesModify()","1"
"BusinessLogic.Evaluation_Model","d3f8fdf1265c3a1bf5e91c2b4aeaa351586b60ce","07-12-2023 08:42:22 AM -05:00","BackgroundInitializer","get()","MultiBackgroundInitializerSupplierTest","testClose()","testClose()","public void testClose() throws ConcurrentException, InterruptedException","testIsInitialized()
checkChild(BackgroundInitializer, ExecutorService)
checkInitialize()
testAddInitializerAfterStart()
testGetInterruptedException()
testInitializeChildWithExecutor()
testInitializeEx()
testInitializeNested()
testInitializeResultsIsSuccessfulFalse()
testInitializeResultsIsSuccessfulTrue()
testSetExternalExecutorAfterStart()
checkInitialize(AbstractBackgroundInitializerTestImpl)
getInitializeCalls()
isClosed()
testClose()
checkInitialize(BackgroundInitializerTestImpl)
run()
testGetBeforeStart()
testGetCheckedException()
testGetRuntimeException()
testInitializeNoChildren()
testInitializeRuntimeEx()
testResultInitializerNamesModify()","15"
"BusinessLogic.Evaluation_Model","d3f8fdf1265c3a1bf5e91c2b4aeaa351586b60ce","07-12-2023 08:42:22 AM -05:00","BackgroundInitializer","get()","MultiBackgroundInitializerTest","testIsInitialized()","testIsInitialized()","public void testIsInitialized() throws ConcurrentException, InterruptedException","testIsInitialized()
checkChild(BackgroundInitializer, ExecutorService)
checkInitialize()
testAddInitializerAfterStart()
testGetInterruptedException()
testInitializeChildWithExecutor()
testInitializeEx()
testInitializeNested()
testInitializeResultsIsSuccessfulFalse()
testInitializeResultsIsSuccessfulTrue()
testSetExternalExecutorAfterStart()
checkInitialize(AbstractBackgroundInitializerTestImpl)
getInitializeCalls()
isClosed()
testClose()
checkInitialize(BackgroundInitializerTestImpl)
run()
testGetBeforeStart()
testGetCheckedException()
testGetRuntimeException()
testInitializeNoChildren()
testInitializeRuntimeEx()
testResultInitializerNamesModify()","1"
"BusinessLogic.Evaluation_Model","fd6fbe280d90338f640c5acc92bec12e36f6d6c3","20-09-2023 09:59:16 AM -04:00","ClassLoaderUtils","toString(ClassLoader)","ClassLoaderUtilsTest","testToString_ClassLoader()
testToString_URLClassLoader()","testToString_ClassLoader()","public void testToString_ClassLoader() throws IOException","testToString_ClassLoader()","1"
"BusinessLogic.Evaluation_Model","471e8da5979aa853216eef8d8e1860b3e81852b3","05-07-2023 09:42:40 AM +02:00","JavaVersion","get(String)","JavaVersionTest","testGetJavaVersion()","testGetJavaVersion()","public void testGetJavaVersion()","testGetJavaVersion()","1"
"BusinessLogic.Evaluation_Model","95a0e2b09bc4a3a363e5ab1c853d002fb74ad7af","11-02-2023 09:49:41 AM -05:00","StrLookup","lookup(String)","StrLookupTest","testSystemPropertiesLookup()","testSystemPropertiesLookup()","public void testSystemPropertiesLookup()","testMapLookup()
testSystemPropertiesLookupReplacedProperties()
testSystemPropertiesLookupUpdatedProperty()
testSystemPropertiesLookup()
testSystemPropertiesLookupNotSingleton()
testSystemProperiesLookup()","4"
"BusinessLogic.Evaluation_Model","45acc1c97094cd68928f634ce4896e4b05ee92ac","16-09-2022 12:47:41 AM +05:30","ClassUtils","getShortCanonicalName(Class)","ClassUtilsTest","test_getShortCanonicalName_Class()
test_getShortCanonicalName_Object()","test_getShortCanonicalName_Class()","public void test_getShortCanonicalName_Class()","test_getShortCanonicalName_Class()","1"
"BusinessLogic.Evaluation_Model","45acc1c97094cd68928f634ce4896e4b05ee92ac","16-09-2022 12:47:41 AM +05:30","ClassUtils","getShortCanonicalName(Object, String)","ClassUtilsTest","test_getShortCanonicalName_Class()
test_getShortCanonicalName_Object()","test_getShortCanonicalName_Object()","public void test_getShortCanonicalName_Object()","test_getShortCanonicalName_Object()","1"
"BusinessLogic.Evaluation_Model","eb07b19f4a23d443a1fa1005c344d78f79c0f110","21-08-2022 09:35:49 AM -04:00","ObjectUtils","isEmpty(Object)","ObjectUtilsTest","testIsEmpty()
testIsNotEmpty()","testIsEmpty()","public void testIsEmpty()","testIsEmpty()","1"
"BusinessLogic.Evaluation_Model","ec93f3b7f59a6f6bc489bc3ffda932a6ca9fe6ca","12-08-2022 02:30:09 PM -04:00","StringUtils","join(Iterator, char)","StringUtilsTest","testJoin_IteratorChar()","testJoin_IteratorChar()","public void testJoin_IteratorChar()","testJoin_IteratorChar()
testJoin()","1"
"BusinessLogic.Evaluation_Model","39f08ac62fc4e51b1c5bcc93ae2b12d4033bd05e","12-08-2022 02:14:47 PM -04:00","StringUtils","join(Iterator, String)","StringUtilsTest","testJoin_IteratorString()","testJoin_IteratorString()","public void testJoin_IteratorString()","testJoin_IteratorString()
testJoin()","1"
"BusinessLogic.Evaluation_Model","fa380309554ce4e0c1efdbec1e3b489444ecbf72","05-07-2022 09:44:44 AM -04:00","StrSubstitutor","setVariablePrefix(String)","StrSubstitutorTest","testGetSetPrefix()
testGetSetSuffix()","testGetSetPrefix()","public void testGetSetPrefix()","testGetSetPrefix()","1"
"BusinessLogic.Evaluation_Model","fa380309554ce4e0c1efdbec1e3b489444ecbf72","05-07-2022 09:44:44 AM -04:00","StrSubstitutor","setVariableSuffix(String)","StrSubstitutorTest","testGetSetPrefix()
testGetSetSuffix()","testGetSetSuffix()","public void testGetSetSuffix()","testGetSetSuffix()","1"
"BusinessLogic.Evaluation_Model","fa380309554ce4e0c1efdbec1e3b489444ecbf72","05-07-2022 09:44:44 AM -04:00","DateUtils","isSameDay(Date, Date)","DateUtilsTest","testCeil()
testIsSameDay_CalNotNullNull()
testIsSameDay_CalNullNotNull()
testIsSameDay_CalNullNull()
testIsSameDay_DateNotNullNull()
testIsSameDay_DateNullNotNull()
testIsSameDay_DateNullNull()
testIsSameInstant_CalNotNullNull()
testIsSameInstant_CalNullNotNull()
testIsSameInstant_CalNullNull()
testIsSameInstant_DateNotNullNull()
testIsSameInstant_DateNullNotNull()
testIsSameInstant_DateNullNull()
testIsSameLocalTime_CalNotNullNull()
testIsSameLocalTime_CalNullNotNull()
testIsSameLocalTime_CalNullNull()
testIteratorEx()
testParse_NullParsers()
testParseDate_Null()
testRound()
testTruncate()","testIsSameDay_DateNotNullNull()
testIsSameDay_DateNullNotNull()
testIsSameDay_DateNullNull()","public void testIsSameDay_DateNotNullNull()
public void testIsSameDay_DateNullNotNull()
public void testIsSameDay_DateNullNull()","testIsSameDay_Date()
testIsSameDay_DateNotNullNull()
testIsSameDay_DateNullNotNull()
testIsSameDay_DateNullNull()","2, 3, 4"
"BusinessLogic.Evaluation_Model","fa380309554ce4e0c1efdbec1e3b489444ecbf72","05-07-2022 09:44:44 AM -04:00","DateUtils","isSameDay(Calendar, Calendar)","DateUtilsTest","testCeil()
testIsSameDay_CalNotNullNull()
testIsSameDay_CalNullNotNull()
testIsSameDay_CalNullNull()
testIsSameDay_DateNotNullNull()
testIsSameDay_DateNullNotNull()
testIsSameDay_DateNullNull()
testIsSameInstant_CalNotNullNull()
testIsSameInstant_CalNullNotNull()
testIsSameInstant_CalNullNull()
testIsSameInstant_DateNotNullNull()
testIsSameInstant_DateNullNotNull()
testIsSameInstant_DateNullNull()
testIsSameLocalTime_CalNotNullNull()
testIsSameLocalTime_CalNullNotNull()
testIsSameLocalTime_CalNullNull()
testIteratorEx()
testParse_NullParsers()
testParseDate_Null()
testRound()
testTruncate()","testIsSameDay_CalNotNullNull()
testIsSameDay_CalNullNotNull()
testIsSameDay_CalNullNull()","public void testIsSameDay_CalNotNullNull()
public void testIsSameDay_CalNullNotNull()
public void testIsSameDay_CalNullNull()","testIsSameDay_CalNotNullNull()
testIsSameDay_CalNullNotNull()
testIsSameDay_CalNullNull()
testIsSameDay()","1, 2, 3"
"BusinessLogic.Evaluation_Model","fa380309554ce4e0c1efdbec1e3b489444ecbf72","05-07-2022 09:44:44 AM -04:00","DateUtils","isSameInstant(Date, Date)","DateUtilsTest","testCeil()
testIsSameDay_CalNotNullNull()
testIsSameDay_CalNullNotNull()
testIsSameDay_CalNullNull()
testIsSameDay_DateNotNullNull()
testIsSameDay_DateNullNotNull()
testIsSameDay_DateNullNull()
testIsSameInstant_CalNotNullNull()
testIsSameInstant_CalNullNotNull()
testIsSameInstant_CalNullNull()
testIsSameInstant_DateNotNullNull()
testIsSameInstant_DateNullNotNull()
testIsSameInstant_DateNullNull()
testIsSameLocalTime_CalNotNullNull()
testIsSameLocalTime_CalNullNotNull()
testIsSameLocalTime_CalNullNull()
testIteratorEx()
testParse_NullParsers()
testParseDate_Null()
testRound()
testTruncate()","testIsSameInstant_DateNotNullNull()
testIsSameInstant_DateNullNotNull()
testIsSameInstant_DateNullNull()","public void testIsSameInstant_DateNotNullNull()
public void testIsSameInstant_DateNullNotNull()
public void testIsSameInstant_DateNullNull()","testIsSameInstant_DateNotNullNull()
testIsSameInstant_DateNullNotNull()
testIsSameInstant_DateNullNull()
testIsSameInstant_Date()","1, 2, 3"
"BusinessLogic.Evaluation_Model","fa380309554ce4e0c1efdbec1e3b489444ecbf72","05-07-2022 09:44:44 AM -04:00","DateUtils","isSameInstant(Calendar, Calendar)","DateUtilsTest","testCeil()
testIsSameDay_CalNotNullNull()
testIsSameDay_CalNullNotNull()
testIsSameDay_CalNullNull()
testIsSameDay_DateNotNullNull()
testIsSameDay_DateNullNotNull()
testIsSameDay_DateNullNull()
testIsSameInstant_CalNotNullNull()
testIsSameInstant_CalNullNotNull()
testIsSameInstant_CalNullNull()
testIsSameInstant_DateNotNullNull()
testIsSameInstant_DateNullNotNull()
testIsSameInstant_DateNullNull()
testIsSameLocalTime_CalNotNullNull()
testIsSameLocalTime_CalNullNotNull()
testIsSameLocalTime_CalNullNull()
testIteratorEx()
testParse_NullParsers()
testParseDate_Null()
testRound()
testTruncate()","testIsSameInstant_CalNotNullNull()
testIsSameInstant_CalNullNotNull()
testIsSameInstant_CalNullNull()","public void testIsSameInstant_CalNotNullNull()
public void testIsSameInstant_CalNullNotNull()
public void testIsSameInstant_CalNullNull()","testIsSameInstant_CalNotNullNull()
testIsSameInstant_CalNullNotNull()
testIsSameInstant_CalNullNull()
testIsSameInstant_Cal()","1, 2, 3"
"BusinessLogic.Evaluation_Model","fa380309554ce4e0c1efdbec1e3b489444ecbf72","05-07-2022 09:44:44 AM -04:00","DateUtils","isSameLocalTime(Calendar, Calendar)","DateUtilsTest","testCeil()
testIsSameDay_CalNotNullNull()
testIsSameDay_CalNullNotNull()
testIsSameDay_CalNullNull()
testIsSameDay_DateNotNullNull()
testIsSameDay_DateNullNotNull()
testIsSameDay_DateNullNull()
testIsSameInstant_CalNotNullNull()
testIsSameInstant_CalNullNotNull()
testIsSameInstant_CalNullNull()
testIsSameInstant_DateNotNullNull()
testIsSameInstant_DateNullNotNull()
testIsSameInstant_DateNullNull()
testIsSameLocalTime_CalNotNullNull()
testIsSameLocalTime_CalNullNotNull()
testIsSameLocalTime_CalNullNull()
testIteratorEx()
testParse_NullParsers()
testParseDate_Null()
testRound()
testTruncate()","testIsSameLocalTime_CalNotNullNull()
testIsSameLocalTime_CalNullNotNull()
testIsSameLocalTime_CalNullNull()","public void testIsSameLocalTime_CalNotNullNull()
public void testIsSameLocalTime_CalNullNotNull()
public void testIsSameLocalTime_CalNullNull()","testIsSameLocalTime_Cal()
testIsSameLocalTime_CalNotNullNull()
testIsSameLocalTime_CalNullNotNull()
testIsSameLocalTime_CalNullNull()","2, 3, 4"
"BusinessLogic.Evaluation_Model","fa380309554ce4e0c1efdbec1e3b489444ecbf72","05-07-2022 09:44:44 AM -04:00","DateUtils","round(Calendar, int)","DateUtilsTest","testCeil()
testIsSameDay_CalNotNullNull()
testIsSameDay_CalNullNotNull()
testIsSameDay_CalNullNull()
testIsSameDay_DateNotNullNull()
testIsSameDay_DateNullNotNull()
testIsSameDay_DateNullNull()
testIsSameInstant_CalNotNullNull()
testIsSameInstant_CalNullNotNull()
testIsSameInstant_CalNullNull()
testIsSameInstant_DateNotNullNull()
testIsSameInstant_DateNullNotNull()
testIsSameInstant_DateNullNull()
testIsSameLocalTime_CalNotNullNull()
testIsSameLocalTime_CalNullNotNull()
testIsSameLocalTime_CalNullNull()
testIteratorEx()
testParse_NullParsers()
testParseDate_Null()
testRound()
testTruncate()","testRound()","public void testRound() throws Exception","testRound()
roundToJanuaryFirst(Date, Date, int)
baseRoundTest(Date, Date, Date, int)","1"
"BusinessLogic.Evaluation_Model","fa380309554ce4e0c1efdbec1e3b489444ecbf72","05-07-2022 09:44:44 AM -04:00","DateUtils","round(Object, int)","DateUtilsTest","testCeil()
testIsSameDay_CalNotNullNull()
testIsSameDay_CalNullNotNull()
testIsSameDay_CalNullNull()
testIsSameDay_DateNotNullNull()
testIsSameDay_DateNullNotNull()
testIsSameDay_DateNullNull()
testIsSameInstant_CalNotNullNull()
testIsSameInstant_CalNullNotNull()
testIsSameInstant_CalNullNull()
testIsSameInstant_DateNotNullNull()
testIsSameInstant_DateNullNotNull()
testIsSameInstant_DateNullNull()
testIsSameLocalTime_CalNotNullNull()
testIsSameLocalTime_CalNullNotNull()
testIsSameLocalTime_CalNullNull()
testIteratorEx()
testParse_NullParsers()
testParseDate_Null()
testRound()
testTruncate()","testRound()","public void testRound() throws Exception","testRound()","1"
"BusinessLogic.Evaluation_Model","fa380309554ce4e0c1efdbec1e3b489444ecbf72","05-07-2022 09:44:44 AM -04:00","DateUtils","truncate(Calendar, int)","DateUtilsTest","testCeil()
testIsSameDay_CalNotNullNull()
testIsSameDay_CalNullNotNull()
testIsSameDay_CalNullNull()
testIsSameDay_DateNotNullNull()
testIsSameDay_DateNullNotNull()
testIsSameDay_DateNullNull()
testIsSameInstant_CalNotNullNull()
testIsSameInstant_CalNullNotNull()
testIsSameInstant_CalNullNull()
testIsSameInstant_DateNotNullNull()
testIsSameInstant_DateNullNotNull()
testIsSameInstant_DateNullNull()
testIsSameLocalTime_CalNotNullNull()
testIsSameLocalTime_CalNullNotNull()
testIsSameLocalTime_CalNullNull()
testIteratorEx()
testParse_NullParsers()
testParseDate_Null()
testRound()
testTruncate()","testTruncate()","public void testTruncate() throws Exception","testTruncate()
testWeekIterator()
assertWeekIterator(Iterator, Calendar, Calendar)
baseTruncateTest(Date, Date, int)","1"
"BusinessLogic.Evaluation_Model","fa380309554ce4e0c1efdbec1e3b489444ecbf72","05-07-2022 09:44:44 AM -04:00","DateUtils","truncate(Object, int)","DateUtilsTest","testCeil()
testIsSameDay_CalNotNullNull()
testIsSameDay_CalNullNotNull()
testIsSameDay_CalNullNull()
testIsSameDay_DateNotNullNull()
testIsSameDay_DateNullNotNull()
testIsSameDay_DateNullNull()
testIsSameInstant_CalNotNullNull()
testIsSameInstant_CalNullNotNull()
testIsSameInstant_CalNullNull()
testIsSameInstant_DateNotNullNull()
testIsSameInstant_DateNullNotNull()
testIsSameInstant_DateNullNull()
testIsSameLocalTime_CalNotNullNull()
testIsSameLocalTime_CalNullNotNull()
testIsSameLocalTime_CalNullNull()
testIteratorEx()
testParse_NullParsers()
testParseDate_Null()
testRound()
testTruncate()","testTruncate()","public void testTruncate() throws Exception","testTruncate()","1"
